"GeneID","Count","Chr","Pops","Metapops","Stats","Evidence","SourceIDs","ratio","gene_biotype"
"ENSG00000172264",17,"20","FIN,ACB,CEU,CHB,CLM,GBR,GIH,IBS,KHV,LWK,PUR,TSI,YRI,NA","EUR,AFR,EAS,AMR,SAS,MDE","Tajima_D,FuLi_D,FuLi_F,iHS,nSL,XPEHH","DFS,LD","01_1414,01_1415,05_562,05_2866,05_3417,05_4595,05_6426,05_6964,05_8145,05_9837,05_10447,05_13241,05_14324,05_14938,06_267,12_660,12_1293",2.83333333333333,"protein_coding"
"ENSG00000185053",17,"8","ASW,CEU,LWK,BEB,CDX,CLM,GIH,ITU,JPT,KHV,MSL,PJL,STU,YRI,NA","AFR,EUR,SAS,EAS,AMR,OCN","Tajima_D,iHS","DFS,LD","01_2462,05_1472,05_2046,05_4337,05_6714,05_6715,05_8421,05_8422,05_9002,05_9003,05_9595,05_9596,05_10827,05_12439,05_13509,05_14695,12_584",2.83333333333333,"protein_coding"
"ENSG00000185760",17,"6","ASW,CEU2YRI,ITU,GIH,IBS,PJL,PUR,STU,TSI,CEU,NA","AFR,EUR2AFR,SAS,EUR,AMR,MDE","FuLi_D,Fst,iHS,Tajima_D,nSL,XPEHH","DFS,PD,LD","01_2220,01_2221,05_845,05_6667,05_7815,05_8362,05_12387,05_12958,05_13466,05_13467,05_14007,06_104,07_496,12_649,12_1174,12_1271,12_1443",2.83333333333333,"protein_coding"
"ENSG00000186153",17,"16","KHV,CEU,ACB,CLM,ESN,IBS,LWK,PUR,TSI,CHB,earlyEUR,NA","EAS,EUR,AFR,AMR,MDE,OCN","Tajima_D,iHS,Fst,SF2,XPEHH","DFS,LD,PD","01_932,03_459,05_519,05_2819,05_4541,05_5194,05_8096,05_10397,05_13197,05_14275,07_1029,08_20,12_449,12_500,12_581,12_1258,12_1370",2.83333333333333,"protein_coding"
"ENSG00000204842",17,"12","CEU,GBR,IBS,TSI,YRI,NA,ASW,CHS,ESN,PUR,CHB,earlyEUR","EUR,AFR,NA,EAS,AMR,MDE","iHS,XPEHH/Rsb,LRH,Fst,SF2","LD,PD,DFS","01_598,02_13,02_91,02_175,04_58,05_1050,05_2745,05_3884,05_5104,05_6309,05_8022,05_13132,05_14206,07_970,08_13,12_413,12_535",2.83333333333333,"protein_coding"
"ENSG00000252534",17,"17","CEU,GBR,CHB,CLM,FIN,IBS,MXL,PEL,PJL,PUR,TSI,ASW,earlyEUR,NA","EUR,EAS,AMR,SAS,AFR,MDE","iHS,Fst,SF2,XPEHH","LD,PD,DFS","02_18,02_98,05_2832,05_3381,05_4558,05_5828,05_6388,05_8111,05_11593,05_12098,05_12647,05_13208,05_14287,07_330,07_687,08_39,12_1228",2.83333333333333,"misc_RNA"
"ENSG00000254114",17,"17","CEU,GBR,CHB,FIN,IBS,MXL,PJL,PUR,TSI,ASW,earlyEUR,NA","EUR,EAS,AMR,SAS,AFR,MDE","iHS,Fst,SF2,XPEHH","LD,PD,DFS","02_18,02_98,05_3381,05_5828,05_6388,05_8111,05_11593,05_12647,05_13208,05_14287,07_687,08_39,12_737,12_1060,12_1140,12_1228,12_1394",2.83333333333333,"processed_pseudogene"
"ENSG00000005108",14,"7","ESN,GWD,MSL,YRI,BEB,CHS,GBR,IBS,ITU,TSI,CEU,CLM,FIN,MXL,PUR","AFR,SAS,EAS,EUR,AMR","FayWu_H,FuLi_F,Tajima_D,iHS","HFDA,DFS,LD","01_2326,05_2567,05_4306,05_5559,05_5560,05_6152,05_6153,05_7843,05_7844,05_11357,05_12978,05_12979,05_14029,05_14030",2.8,"protein_coding"
"ENSG00000007001",14,"2","CEU,CLM,GBR,MXL,PEL,PJL,PUR,STU,ASW,NA","EUR,AMR,SAS,AFR,MDE","iHS,Fst,XPEHH","LD,PD","03_293,05_4129,05_6000,05_11209,05_11728,05_12250,05_12806,05_13349,07_399,12_390,12_488,12_661,12_741,12_770",2.8,"protein_coding"
"ENSG00000027075",14,"14","PJL,CEU,GBR,IBS,PUR,TSI,ASW,NA","SAS,EUR,AMR,AFR,MDE","Tajima_D,iHS,nSL,Fst,XPEHH","DFS,LD,PD","01_735,02_15,05_2776,05_6343,05_8062,05_12589,05_13157,05_14237,06_241,07_660,12_373,12_475,12_1143,12_1230",2.8,"protein_coding"
"ENSG00000053770",14,"14","CEU,CLM,FIN,GIH,IBS,ITU,MXL,PEL,PJL,PUR,STU,TSI,ASW,CHB","EUR,AMR,SAS,AFR,EAS","iHS,Fst","LD,PD","05_2775,05_4508,05_5774,05_6866,05_8061,05_8575,05_11543,05_12057,05_12588,05_13156,05_13663,05_14236,07_302,07_659",2.8,"protein_coding"
"ENSG00000060718",14,"1","JPT,YRI,BEB,CDX,CHS,CLM,PUR,STU,ASW,CHB,CEU,CHD,NA","EAS,AFR,SAS,AMR,EUR","iHS,XPEHH/Rsb,Fst,Tajima_D,CLR","LD,PD,DFS","02_41,02_221,05_1259,05_1767,05_3505,05_4083,05_8748,05_12764,05_13315,07_9,07_368,10_33,11_60,12_329",2.8,"protein_coding"
"ENSG00000068097",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"protein_coding"
"ENSG00000078114",14,"10","CHS,CEU,CHB,CLM,FIN,GBR,GIH,IBS,KHV,PJL,STU,TSI,ASW","EAS,EUR,AMR,SAS,AFR","FuLi_D,FuLi_F,iHS,Fst,CLR","DFS,LD,PD","01_233,05_2671,05_3232,05_4390,05_5661,05_6237,05_6769,05_7948,05_9649,05_12489,05_13560,05_14124,07_229,11_23",2.8,"protein_coding"
"ENSG00000089820",14,"X","ACB,ASW,BEB,CEU,CHB,CHS,CLM,GIH,GWD,ITU,MXL,PEL,STU,YRI","AFR,SAS,EUR,EAS,AMR","iHS","LD","05_618,05_1240,05_1747,05_2930,05_3476,05_4063,05_4647,05_7014,05_7614,05_8725,05_11675,05_12185,05_13799,05_14996",2.8,"protein_coding"
"ENSG00000104205",14,"8","CDX,CEU,CHS,GBR,ACB,ASW,GIH,IBS,ITU,LWK,PJL,PUR,TSI,earlyEUR","EAS,EUR,AFR,SAS,AMR","FayWu_H,iHS,SF2,Tajima_D","HFDA,LD,DFS","01_2523,05_336,05_927,05_2629,05_6193,05_6723,05_7891,05_8430,05_10212,05_12448,05_13027,05_14080,08_11,10_18",2.8,"protein_coding"
"ENSG00000122873",14,"10","GWD,ASW,BEB,ESN,FIN,GBR,IBS,ITU,JPT,MSL,TSI,YRI,CEU,CLM,LWK,MXL,PJL,PUR,NA","AFR,SAS,EUR,EAS,AMR","FuLi_D,iHS,XPEHH","DFS,LD","01_283,03_414,05_1518,05_4399,05_7955,05_8478,05_10253,05_11449,05_12495,05_13070,05_14128,12_696,12_789,12_1472",2.8,"protein_coding"
"ENSG00000132321",14,"2","BEB,CLM,FIN,GIH,IBS,ITU,JPT,MXL,PJL,PUR,STU,TSI,NA","SAS,AMR,EUR,EAS,OCN","iHS,XPEHH","LD","05_1314,05_4148,05_5397,05_6569,05_7697,05_8267,05_8812,05_11224,05_12275,05_12818,05_13366,05_13885,05_13886,12_1336",2.8,"protein_coding"
"ENSG00000140836",14,"16","ESN,PJL,IBS,JPT,CHB,CDX,CHS,CLM,KHV,MXL,PEL,PUR","AFR,SAS,EUR,EAS,AMR","Tajima_D,FuLi_D,FuLi_F,iHS","DFS,LD","01_927,01_928,03_222,05_2224,05_2225,05_3362,05_3951,05_3952,05_4540,05_9184,05_9789,05_11578,05_12080,05_13196",2.8,"protein_coding"
"ENSG00000151151",14,"10","GWD,ASW,BEB,ESN,FIN,GBR,IBS,ITU,JPT,MSL,TSI,YRI,CEU,CLM,LWK,MXL,PJL,PUR,NA","AFR,SAS,EUR,EAS,AMR","FuLi_D,iHS,XPEHH","DFS,LD","01_283,03_414,05_1518,05_4399,05_7955,05_8478,05_10253,05_11449,05_12495,05_13070,05_14128,12_696,12_789,12_1472",2.8,"protein_coding"
"ENSG00000164162",14,"4","ACB,ASW,YRI,ESN,FIN,GIH,GWD,LWK,MSL,PJL,CDX,CEU,CLM,JPT,KHV,PEL,TSI","AFR,EUR,SAS,EAS,AMR","FuLi_D,FuLi_F,iHS,Tajima_D","DFS,LD","01_1917,05_1915,05_2493,05_4229,05_5474,05_5475,05_6618,05_8884,05_9477,05_10079,05_11816,05_12340,05_13956,05_14567",2.8,"protein_coding"
"ENSG00000165259",14,"X","CEU,ASW,CDX,CHB,CHS,FIN,GBR,ITU,JPT,KHV,LWK,PEL,PJL","EUR,AFR,EAS,SAS,AMR","iHS","LD","03_492,05_1221,05_2318,05_2915,05_3459,05_4047,05_5915,05_6465,05_8710,05_9279,05_9881,05_10494,05_12171,05_12727",2.8,"protein_coding"
"ENSG00000169075",14,"6","ACB,BEB,CEU,CHB,GBR,GIH,GWD,IBS,ITU,LWK,MXL,PEL,PJL,STU","AFR,SAS,EUR,EAS,AMR","iHS","LD","05_266,05_1431,05_2553,05_3145,05_6138,05_6676,05_7253,05_7825,05_8375,05_10150,05_11347,05_11868,05_12401,05_13483",2.8,"processed_pseudogene"
"ENSG00000171790",14,"1","MSL,CEU,YRI,BEB,CLM,GIH,IBS,ITU,JPT,KHV,MXL,PJL,STU,TSI,ASW","AFR,EUR,SAS,AMR,EAS","FuLi_D,FuLi_F,XPEHH/Rsb,iHS,Tajima_D","DFS,LD","01_44,02_161,05_1249,05_4071,05_6493,05_7623,05_8207,05_8734,05_9305,05_11157,05_12195,05_13302,05_13807,10_1",2.8,"protein_coding"
"ENSG00000176597",14,"3","CEU,GBR,BEB,CDX,CHB,CHS,CLM,GIH,ITU,JPT,KHV,PJL,PUR,STU,ASW","EUR,SAS,EAS,AMR,AFR","FayWu_H,iHS,Fst","HFDA,LD,PD","01_1719,05_1353,05_1886,05_3045,05_3615,05_4193,05_6598,05_8302,05_8853,05_9448,05_12314,05_12865,05_13404,07_428",2.8,"protein_coding"
"ENSG00000180221",14,"10","GWD,ASW,BEB,ESN,FIN,GBR,IBS,ITU,JPT,MSL,TSI,YRI,CEU,CLM,LWK,MXL,PJL,PUR,NA","AFR,SAS,EUR,EAS,AMR","FuLi_D,iHS,XPEHH","DFS,LD","01_283,03_414,05_1518,05_4399,05_7955,05_8478,05_10253,05_11449,05_12495,05_13070,05_14128,12_696,12_789,12_1472",2.8,"processed_pseudogene"
"ENSG00000198324",14,"12","CEU,GBR,IBS,TSI,YRI,CHS,PUR,CHB,earlyEUR,NA","EUR,AFR,EAS,AMR,MDE","iHS,XPEHH/Rsb,Fst,SF2","LD,PD,DFS","01_598,02_13,02_91,02_175,05_2745,05_3883,05_6309,05_8022,05_13132,05_14206,07_970,08_13,12_413,12_535",2.8,"protein_coding"
"ENSG00000215018",14,"7","ASW,BEB,CEU,CLM,FIN,GBR,GIH,IBS,JPT,PJL,PUR,STU,TSI,NA","AFR,SAS,EUR,AMR,EAS","iHS","LD","05_876,05_1439,05_2566,05_4304,05_5558,05_6150,05_6686,05_7840,05_8971,05_12410,05_12976,05_13488,05_14027,12_448",2.8,"protein_coding"
"ENSG00000217330",14,"6","ACB,BEB,CHB,GBR,GIH,GWD,IBS,ITU,LWK,MXL,PEL,PJL,STU,YRI","AFR,SAS,EAS,EUR,AMR","iHS","LD","05_266,05_1431,05_3145,05_6138,05_6676,05_7253,05_7825,05_8375,05_10150,05_11347,05_11868,05_12401,05_13483,05_14644",2.8,"processed_pseudogene"
"ENSG00000224957",14,"3","CHB,CHS,KHV,PJL,YRI2CHB,BEB,CEU,FIN,GBR,GIH,IBS,ITU,STU,TSI,CLM,MXL,PUR","EAS,SAS,AFR2EAS,EUR,AMR","Tajima_D,XPEHH,FayWu_H,FuLi_F,iHS","DFS,LD,HFDA","01_1535,01_1536,05_1317,05_2418,05_4149,05_6018,05_6573,05_7700,05_8270,05_11227,05_12279,05_12821,05_13370,05_13889",2.8,"lncRNA"
"ENSG00000225546",14,"7","CHB,CHS,YRI,CDX,CEU,CLM,GBR,GIH,IBS,ITU,STU,TSI,ASW,NA","EAS,AFR,EUR,AMR,SAS","FayWu_H,iHS,Fst,XPEHH","HFDA,LD,PD","01_2419,03_610,05_2029,05_2597,05_4323,05_6170,05_6702,05_7863,05_8409,05_13499,05_14051,07_173,07_530,12_1432",2.8,"lncRNA"
"ENSG00000227240",14,"1","JPT,CHB,ASW,BEB,GBR,GIH,IBS,LWK,MSL,PJL,PUR,STU,TSI","EAS,AFR,SAS,EUR,AMR","iHS","LD","03_33,05_656,05_1273,05_2964,05_5973,05_6517,05_7642,05_8760,05_9939,05_10554,05_12223,05_12776,05_13324,05_13833",2.8,"lncRNA"
"ENSG00000227470",14,"2","CHS,CEU2CHB,YRI2CHB,CHB,JPT,YRI,CDX,earlyEUR,CHD,NA","EAS,EUR2EAS,AFR2EAS,AFR,EUR","iHS,XPEHH,XPEHH/Rsb,SF2,Tajima_D","LD,DFS","01_1265,02_26,02_44,02_104,02_202,03_56,05_1813,05_2988,05_3541,05_8792,08_2,10_35,12_289,12_1070",2.8,"processed_pseudogene"
"ENSG00000228098",14,"2","CEU,FIN,CEU2CHB,GBR,CHB,JPT,YRI,CHS,CLM,IBS,MKK","EUR,EUR2EAS,EAS,AFR,AMR","iHS,XPEHH,XPEHH/Rsb,nSL","LD","01_1300,02_4,02_84,02_123,02_143,02_162,02_244,03_272,05_2397,05_4120,05_5380,05_5996,05_7675,06_231",2.8,"processed_pseudogene"
"ENSG00000228763",14,"2","YRI2CHB,CHB,JPT,CHS,CEU,YRI,GBR,CDX,KHV,ASW,CHD,NA","AFR2EAS,EAS,EUR,AFR,AMR","XPEHH,iHS,XPEHH/Rsb,Fst,Tajima_D","LD,PD,DFS","01_1264,02_25,02_44,02_104,02_122,02_202,02_243,05_1812,05_2988,05_3541,05_9371,07_45,10_35,12_753",2.8,"lncRNA"
"ENSG00000238283",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"transcribed_unprocessed_pseudogene"
"ENSG00000243813",14,"3","YRI,BEB,CDX,CHS,CLM,FIN,GBR,GIH,ITU,KHV,MXL,PJL,PUR,STU","AFR,SAS,EAS,AMR,EUR","iHS","LD","03_543,05_1336,05_1869,05_3600,05_4175,05_5426,05_6039,05_6588,05_8289,05_9432,05_11247,05_12299,05_12849,05_13391",2.8,"processed_pseudogene"
"ENSG00000248539",14,"5","ACB,BEB,CDX,CEU,CHB,GIH,GWD,IBS,ITU,KHV,PJL,PUR,STU,TSI","AFR,SAS,EAS,EUR,AMR","iHS","LD","05_207,05_1387,05_1935,05_2504,05_3090,05_6630,05_7202,05_7785,05_8336,05_9498,05_12350,05_12915,05_13436,05_13972",2.8,"lncRNA"
"ENSG00000253080",14,"12","CEU,GBR,IBS,TSI,YRI,CHS,PUR,CHB,earlyEUR,NA","EUR,AFR,EAS,AMR,MDE","iHS,XPEHH/Rsb,Fst,SF2","LD,PD,DFS","01_598,02_13,02_91,02_175,05_2745,05_3883,05_6309,05_8022,05_13132,05_14206,07_970,08_13,12_413,12_535",2.8,"rRNA_pseudogene"
"ENSG00000255900",14,"12","BEB,CDX,CHS,FIN,GBR,GIH,JPT,PJL,PUR,NA","SAS,EAS,EUR,AMR,MDE","iHS,XPEHH","LD","05_1579,05_2160,05_3888,05_5745,05_6314,05_6846,05_9118,05_12563,05_13134,12_495,12_735,12_1092,12_1307,12_1420",2.8,"processed_pseudogene"
"ENSG00000257539",14,"12","CEU,GBR,IBS,TSI,YRI,CHS,PUR,CHB,earlyEUR,NA","EUR,AFR,EAS,AMR,MDE","iHS,XPEHH/Rsb,Fst,SF2","LD,PD,DFS","01_598,02_13,02_91,02_175,05_2745,05_3883,05_6309,05_8022,05_13132,05_14206,07_970,08_13,12_413,12_535",2.8,"processed_pseudogene"
"ENSG00000257595",14,"12","CEU,GBR,IBS,TSI,YRI,CHS,PUR,CHB,earlyEUR,NA","EUR,AFR,EAS,AMR,MDE","iHS,XPEHH/Rsb,Fst,SF2","LD,PD,DFS","01_598,02_13,02_91,02_175,05_2745,05_3883,05_6309,05_8022,05_13132,05_14206,07_970,08_13,12_413,12_535",2.8,"lncRNA"
"ENSG00000260338",14,"16","BEB,CEU,FIN,GBR,GIH,GWD,IBS,ITU,LWK,PUR,STU,TSI,YRI,NA","SAS,EUR,AFR,AMR,OCN","iHS,XPEHH","LD","05_1629,05_2806,05_5803,05_6367,05_6896,05_7496,05_8091,05_8602,05_10379,05_13184,05_13686,05_14266,05_14880,12_1368",2.8,"lncRNA"
"ENSG00000264049",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"miRNA"
"ENSG00000266992",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"transcribed_unprocessed_pseudogene"
"ENSG00000267104",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"lncRNA"
"ENSG00000267526",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"processed_pseudogene"
"ENSG00000273700",14,"12","CEU,GBR,IBS,TSI,YRI,CHS,PUR,earlyEUR,NA","EUR,AFR,EAS,AMR,MDE","iHS,XPEHH/Rsb,nSL,SF2","LD,DFS","01_598,02_13,02_91,02_175,05_2745,05_3883,05_6309,05_8022,05_13132,05_14206,06_244,08_13,12_413,12_535",2.8,"miRNA"
"ENSG00000274378",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"unprocessed_pseudogene"
"ENSG00000275860",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"unprocessed_pseudogene"
"ENSG00000287664",14,"17","BEB,CDX,CHB,CHS,CLM,FIN,GIH,MXL,PJL,STU,TSI,ASW,CEU,earlyEUR","SAS,EAS,AMR,EUR,AFR","iHS,Fst,SF2","LD,PD,DFS","05_1662,05_2242,05_3380,05_3964,05_4557,05_5826,05_6931,05_11592,05_12646,05_13714,05_14286,07_330,07_687,08_39",2.8,"lncRNA"
"ENSG00000004897",11,"17","ASW,BEB,CDX,CHB,FIN,GBR,GIH,GWD,LWK,BSP","AFR,SAS,EAS,EUR","iHS,XPEHH","LD","05_1145,05_1656,05_2238,05_3377,05_5825,05_6386,05_6924,05_7521,05_10416,12_281,12_1046",2.75,"protein_coding"
"ENSG00000006634",11,"7","BEB,CLM,ESN,FIN,GBR,GIH,ITU,LWK,MSL,PEL,STU","SAS,AMR,AFR,EUR","iHS","LD","05_1452,05_4318,05_4948,05_5579,05_6165,05_6696,05_8400,05_10176,05_10804,05_11881,05_13494",2.75,"protein_coding"
"ENSG00000100191",11,"22","CHB,CHS,CDX,CEU,CLM,FIN,GIH,ITU,STU,TSI","EAS,EUR,AMR,SAS","iHS","LD","02_120,05_2302,05_2894,05_3437,05_4027,05_4619,05_5891,05_6992,05_8696,05_13769,05_14352",2.75,"protein_coding"
"ENSG00000102531",11,"13","ESN,YRI,ASW,BEB,FIN,GIH,IBS,ITU,MXL,PJL,STU,TSI","AFR,SAS,EUR,AMR","iHS","LD","01_649,05_1058,05_1590,05_5754,05_6852,05_8034,05_8553,05_11525,05_12571,05_13646,05_14213",2.75,"protein_coding"
"ENSG00000102763",11,"13","CDX,CHB,CHS,JPT,KHV,FIN,GBR,LWK,MSL,PEL,YRI","EAS,EUR,AFR,AMR","FuLi_D,FuLi_F,iHS","DFS,LD","01_639,01_640,01_641,05_2165,05_3894,05_9126,05_9735,05_10320,05_10961,05_12036,05_14830",2.75,"protein_coding"
"ENSG00000118690",11,"6","ESN,MSL,ACB,ASW,CEU,CHB,CLM,GBR,MXL,PEL,PUR,TSI","AFR,EUR,EAS,AMR","FayWu_H,iHS","HFDA,LD","01_2252,05_263,05_859,05_2551,05_3143,05_4288,05_6137,05_11345,05_11866,05_12963,05_14016",2.75,"protein_coding"
"ENSG00000120594",11,"10","ASW,CEU,GBR,GWD,KHV,MSL,MXL,PEL,CHB,BSP","AFR,EUR,EAS,AMR","iHS,Fst","LD,PD","05_972,05_2670,05_6236,05_7368,05_9648,05_10885,05_10886,05_11444,05_11954,07_929,12_190",2.75,"protein_coding"
"ENSG00000122507",11,"7","MSL,CEU,FIN,GBR,GIH,IBS,TSI,ASW,NA","AFR,EUR,SAS,MDE","iHS,Fst,XPEHH","LD,PD","01_2347,05_2571,05_5565,05_6157,05_6689,05_7848,05_14035,07_519,12_497,12_1193,12_1259",2.75,"protein_coding"
"ENSG00000124171",11,"20","CHB,CHS,GIH,ITU,JPT,PJL,NA","EAS,SAS,MDE,EUR","iHS,XPEHH","LD","05_3426,05_4010,05_6977,05_8677,05_9254,05_12687,12_509,12_693,12_1168,12_1299,12_1417",2.75,"protein_coding"
"ENSG00000132972",11,"13","JPT,CHB,ACB,CLM,ESN,GBR,GWD,LWK,MSL,PUR,YRI,BSP","EAS,AFR,AMR,EUR","iHS,XPEHH","LD","03_210,05_455,05_4482,05_5115,05_6317,05_7442,05_10316,05_10958,05_13140,05_14828,12_934",2.75,"protein_coding"
"ENSG00000133812",11,"11","PJL,ACB,ASW,GWD,IBS,ITU,JPT,MSL,STU,BSP","SAS,AFR,EUR,EAS","iHS","LD","01_366,05_405,05_1002,05_7396,05_7974,05_8494,05_9075,05_10913,05_12510,05_13583,12_191",2.75,"protein_coding"
"ENSG00000138496",11,"3","ACB,ASW,CDX,CEU,CLM,ESN,GWD,KHV,LWK,MSL,YRI","AFR,EAS,EUR,AMR","iHS","LD","05_133,05_741,05_1871,05_2446,05_4177,05_4795,05_7149,05_9435,05_10032,05_10649,05_14518",2.75,"protein_coding"
"ENSG00000148498",11,"10","ACB,ASW,BEB,GIH,GWD,ITU,LWK,STU,CHB,CEU","AFR,SAS,EAS,EUR","iHS,Fst","LD,PD","05_377,05_977,05_1515,05_6775,05_7372,05_8476,05_10246,05_13563,07_231,07_589,07_590",2.75,"protein_coding"
"ENSG00000151849",11,"13","JPT,CHB,ACB,CLM,ESN,GBR,GWD,LWK,MSL,PUR,YRI,BSP","EAS,AFR,AMR,EUR","iHS,XPEHH","LD","03_210,05_455,05_4482,05_5115,05_6317,05_7442,05_10316,05_10958,05_13140,05_14828,12_934",2.75,"protein_coding"
"ENSG00000160193",11,"21","YRI,CDX,GIH,GWD,ITU,KHV,MSL,MXL,ASW,CHB,BSP","AFR,EAS,SAS,AMR","iHS,Fst","LD,PD","03_743,05_2300,05_6991,05_7571,05_8692,05_9859,05_11106,05_11643,05_14960,07_356,12_272",2.75,"protein_coding"
"ENSG00000163873",11,"1","JPT,CHS,ACB,ASW,CLM,GIH,GWD,MSL,PUR,YRI","EAS,AFR,AMR,SAS","FayWu_H,iHS","HFDA,LD","01_37,05_13,05_625,05_3487,05_4070,05_6490,05_7023,05_8732,05_10525,05_12752,05_14395",2.75,"protein_coding"
"ENSG00000166262",11,"15","BEB,CHS,FIN,GBR,GIH,ITU,KHV,PJL,STU,TSI,CEU,CHB,JPT,YRI","SAS,EAS,EUR,AFR","iHS,LDD","LD","05_1616,05_3929,05_5792,05_6358,05_6884,05_8589,05_9766,05_12607,05_13674,05_14256,09_17",2.75,"protein_coding"
"ENSG00000166896",11,"12","BEB,CDX,CHB,CHS,CLM,GWD,ITU,JPT,MXL,PEL,STU","SAS,EAS,AMR,AFR","iHS","LD","05_1571,05_2149,05_3291,05_3873,05_4459,05_7422,05_8526,05_9111,05_11510,05_12015,05_13626",2.75,"protein_coding"
"ENSG00000168702",11,"2","ACB,CDX,GBR,GWD,IBS,LWK,MSL,TSI,YRI,ASW,CEU,CHB,NA","AFR,EAS,EUR,OCN","iHS,CLR,XPEHH","LD,DFS","05_76,05_1819,05_5998,05_7101,05_7679,05_9980,05_10597,05_13866,05_14472,11_150,12_1353",2.75,"protein_coding"
"ENSG00000169710",11,"17","BEB,CDX,CLM,FIN,GBR,GIH,ITU,KHV,MXL,PJL,STU","SAS,EAS,AMR,EUR","iHS","LD","05_1668,05_2249,05_4563,05_5834,05_6393,05_6938,05_8636,05_9808,05_11599,05_12650,05_13718",2.75,"protein_coding"
"ENSG00000172531",11,"11","JPT,CHB,BEB,CEU,GBR,IBS,KHV,MXL,PEL,PJL,STU,TSI","EAS,SAS,EUR,AMR","iHS","LD","03_203,05_1542,05_2707,05_6268,05_7980,05_9686,05_11476,05_11992,05_12519,05_13593,05_14157",2.75,"protein_coding"
"ENSG00000172613",11,"11","JPT,CHB,BEB,CEU,GBR,IBS,KHV,MXL,PEL,PJL,STU,TSI","EAS,SAS,EUR,AMR","iHS","LD","03_203,05_1542,05_2707,05_6268,05_7980,05_9686,05_11476,05_11992,05_12519,05_13593,05_14157",2.75,"protein_coding"
"ENSG00000175505",11,"11","JPT,CHB,BEB,CEU,GBR,IBS,KHV,MXL,PEL,PJL,STU,TSI","EAS,SAS,EUR,AMR","iHS","LD","03_203,05_1542,05_2707,05_6268,05_7980,05_9686,05_11476,05_11992,05_12519,05_13593,05_14157",2.75,"protein_coding"
"ENSG00000175535",11,"10","ACB,ASW,BEB,ESN,GIH,ITU,LWK,YRI,earlyEUR,NA","AFR,SAS,EUR,MDE","iHS,SF2,XPEHH","LD,DFS","05_397,05_993,05_1527,05_5043,05_6789,05_8487,05_10268,05_14775,08_34,12_1194,12_1252",2.75,"protein_coding"
"ENSG00000176208",11,"17","JPT,YRI,ACB,BEB,ESN,GWD,LWK,MSL,ASW,CHB,CEU","EAS,AFR,SAS,EUR","XPEHH/Rsb,iHS,Fst","LD,PD","02_238,05_530,05_1649,05_5206,05_7515,05_9193,05_10410,05_11049,05_14906,07_324,07_680",2.75,"protein_coding"
